,OneLiner,VariableExtension,AbnormalSize,Obfuscation,Entropy,PositiveContext,ScriptLogging,FunctionBody,License,Downloader,StartsProcess,ScriptExecution,Crypto,Enumeration,HiddenWindow,CustomWebFields,Persistence,Registry,Sleeps,SysInternals,Compression,UninstallsApps,ByteUsage,NegativeContext,KnownMalware,CodeInjection,DNSC2,AppLockerBypass,AMSIBypass,EmbeddedFile,ClearLogs,DisabledProtections,ScreenScraping,Result
mal_1332.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1333.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1334.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1335.ps1,1,0,0,CharFrequency,1.38763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1336.ps1,1,0,0,CharFrequency,1.39192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1337.ps1,1,0,0,CharFrequency,1.38654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1338.ps1,1,0,0,dominant,1.77801,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1339.ps1,1,0,0,CharFrequency,1.40509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_134.ps1,1,0,0,CharFrequency,1.38629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1340.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1341.ps1,1,0,0,dominant,1.77741,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1342.ps1,1,0,0,0,1.51257,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1343.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1344.ps1,1,0,0,0,1.46755,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1345.ps1,1,0,0,dominant,1.77801,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1346.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1347.ps1,1,0,0,CharFrequency,1.36021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1348.ps1,1,0,0,0,1.58581,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1349.ps1,1,0,0,CharFrequency,1.38616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_135.ps1,1,0,0,CharFrequency,1.38689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1350.ps1,1,0,0,0,1.54845,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_1351.ps1,1,0,0,CharFrequency,1.40148,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1352.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1353.ps1,1,0,0,CharFrequency,1.39205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1354.ps1,1,0,0,CharFrequency,1.38629,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1355.ps1,1,0,0,0,1.48089,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1356.ps1,1,0,0,CharFrequency,1.38646,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1357.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1358.ps1,1,0,0,CharFrequency,1.38614,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1359.ps1,1,0,0,0,1.56269,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_136.ps1,1,0,0,0,1.44018,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1360.ps1,1,0,0,0,1.51705,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1361.ps1,1,0,0,0,1.35754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1362.ps1,1,0,0,dominant,1.78791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1363.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1364.ps1,1,0,0,CharFrequency,1.4501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1365.ps1,1,0,0,CharFrequency,1.40928,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1366.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1367.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1368.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1369.ps1,1,0,0,CharFrequency,1.38785,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_137.ps1,1,0,0,0,1.54845,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_1370.ps1,1,0,0,CharFrequency,1.39806,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1371.ps1,1,0,0,CharFrequency,1.38763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1372.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1373.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1374.ps1,1,0,0,0,1.84229,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_1375.ps1,1,0,0,0,1.54593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PowerSploit,0,0,0,0,0,0,0,0,1
mal_1376.ps1,1,0,0,0,1.56113,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_1377.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1378.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1379.ps1,1,0,0,CharFrequency,1.41362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_138.ps1,1,0,0,0,1.49899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1380.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1381.ps1,1,0,0,dominant,1.78791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1382.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1383.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1384.ps1,1,0,0,CharFrequency,1.38649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1385.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1386.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1387.ps1,1,0,0,CharFrequency,1.38783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1388.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1389.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_139.ps1,1,0,0,CharFrequency,1.38572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1390.ps1,1,0,0,CharFrequency,1.38766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1391.ps1,1,0,0,0,1.57748,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1392.ps1,1,0,0,CharFrequency,1.40528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1393.ps1,1,0,0,CharFrequency,1.38667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1394.ps1,1,0,0,CharFrequency,1.38769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1395.ps1,1,0,0,CharFrequency,1.39409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1396.ps1,1,0,0,dominant,1.78791,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1397.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1398.ps1,1,0,0,0,1.51645,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1399.ps1,1,0,0,CharFrequency,1.35956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_14.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_140.ps1,1,0,0,CharFrequency,1.36868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1400.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1401.ps1,1,0,0,CharFrequency,1.41006,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1402.ps1,1,0,0,CharFrequency,1.41051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1403.ps1,1,0,0,CharFrequency,1.38606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1404.ps1,1,0,0,0,1.51505,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1405.ps1,1,0,0,0,1.49964,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1406.ps1,1,0,0,CharFrequency,1.40565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1407.ps1,1,0,0,0,1.56113,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
mal_1408.ps1,1,0,0,0,1.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1409.ps1,1,0,0,CharFrequency,1.38771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_141.ps1,1,0,0,0,1.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1410.ps1,1,0,0,CharFrequency,1.38807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_1411.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1412.ps1,1,0,0,CharFrequency,1.37236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1413.ps1,1,0,0,0,1.5657,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1414.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1415.ps1,1,0,0,CharFrequency,1.38667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1416.ps1,1,0,0,0,1.47786,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1417.ps1,1,0,0,CharFrequency,1.37541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_1418.ps1,1,0,0,CharFrequency,1.38667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1419.ps1,1,0,0,dominant,1.78457,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_142.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1420.ps1,1,0,0,CharFrequency,1.38576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1421.ps1,1,0,0,0,1.84025,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,PowerfunReverse,1,0,0,0,0,0,0,0,1
mal_1422.ps1,1,0,0,CharFrequency,1.36121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1423.ps1,1,0,0,CharFrequency,1.40244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1424.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1425.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1426.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1427.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1428.ps1,1,0,0,CharFrequency,1.38689,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1429.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_143.ps1,1,0,0,CharFrequency,1.3791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1430.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1431.ps1,1,0,0,CharFrequency,1.41324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1432.ps1,1,0,0,CharFrequency,1.39127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_1433.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1434.ps1,1,0,0,CharFrequency,1.41781,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1435.ps1,1,0,0,dominant,1.60309,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1436.ps1,1,0,0,CharFrequency,1.38795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1437.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1438.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1439.ps1,1,0,0,CharFrequency,1.38783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_144.ps1,1,0,0,CharFrequency,1.41459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1440.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1441.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1442.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1443.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1444.ps1,1,0,0,CharFrequency,1.38697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1445.ps1,1,0,0,0,1.57056,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1446.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1447.ps1,1,0,0,CharFrequency,1.36118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1448.ps1,1,0,0,CharFrequency,1.38742,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SET,1,0,0,0,0,0,0,0,1
mal_1449.ps1,1,0,0,CharFrequency,1.38659,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_145.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1450.ps1,1,0,0,CharFrequency,1.38669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1451.ps1,1,0,0,CharFrequency,1.38667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1452.ps1,1,0,0,dominant,1.78891,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PowerShellEmpire,0,0,0,0,0,0,0,0,1
mal_1453.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1454.ps1,1,0,0,CharFrequency,1.4559,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1455.ps1,1,0,0,CharFrequency,1.39807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1456.ps1,1,0,0,0,1.24129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1457.ps1,1,0,0,CharFrequency,1.38616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1458.ps1,1,0,0,0,1.50588,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1459.ps1,1,0,0,CharFrequency,1.41186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_146.ps1,1,0,0,CharFrequency,1.47414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1460.ps1,1,0,0,CharFrequency,1.38556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1461.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1462.ps1,1,0,0,CharFrequency,1.38658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1463.ps1,1,0,0,CharFrequency,1.40083,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1464.ps1,1,0,0,CharFrequency,1.34844,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1465.ps1,1,0,0,CharFrequency,1.34951,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1466.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1467.ps1,1,0,0,CharFrequency,1.4092,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1468.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1469.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_147.ps1,1,0,0,CharFrequency,1.40784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1470.ps1,1,0,0,0,1.57313,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mal_1471.ps1,1,0,0,CharFrequency,1.35915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
mal_1472.ps1,1,0,0,CharFrequency,1.40759,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,MagicUnicorn,1,0,0,0,0,0,0,0,1
mal_1473.ps1,1,0,0,CharFrequency,1.33901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,ShellcodeInjector,1,0,0,0,0,0,0,0,1
